"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"70-74 years"	"70-74"	"2004"	"2004"	4675	147028	3179.7
	"Alabama"	"01"	"70-74 years"	"70-74"	"2005"	"2005"	4727	149085	3170.7
	"Alabama"	"01"	"70-74 years"	"70-74"	"2006"	"2006"	4707	151454	3107.9
	"Alabama"	"01"	"70-74 years"	"70-74"	"2007"	"2007"	4620	152814	3023.3
	"Alabama"	"01"	"70-74 years"	"70-74"	"2008"	"2008"	4629	156112	2965.2
	"Alabama"	"01"	"70-74 years"	"70-74"	"2009"	"2009"	4725	159088	2970.1
	"Alabama"	"01"	"70-74 years"	"70-74"	"2010"	"2010"	4721	160864	2934.8
	"Alabama"	"01"	"70-74 years"	"70-74"	"2011"	"2011"	4779	165114	2894.4
	"Alabama"	"01"	"70-74 years"	"70-74"	"2012"	"2012"	4921	170161	2892.0
	"Alabama"	"01"	"70-74 years"	"70-74"	"2013"	"2013"	5153	178162	2892.3
	"Alabama"	"01"	"70-74 years"	"70-74"	"2014"	"2014"	5145	184439	2789.5
	"Alabama"	"01"	"70-74 years"	"70-74"	"2015"	"2015"	5463	189313	2885.7
	"Alabama"	"01"	"70-74 years"	"70-74"	"2016"	"2016"	5700	193359	2947.9
	"Alabama"	"01"	"70-74 years"	"70-74"	"2017"	"2017"	5957	208639	2855.2
	"Alabama"	"01"	"70-74 years"	"70-74"	"2018"	"2018"	6182	216922	2849.9
	"Alabama"	"01"	"75-79 years"	"75-79"	"1999"	"1999"	6258	117897	5308.0
	"Alabama"	"01"	"75-79 years"	"75-79"	"2000"	"2000"	6167	118108	5221.5
	"Alabama"	"01"	"75-79 years"	"75-79"	"2001"	"2001"	6015	118750	5065.3
	"Alabama"	"01"	"75-79 years"	"75-79"	"2002"	"2002"	6162	119599	5152.2
	"Alabama"	"01"	"75-79 years"	"75-79"	"2003"	"2003"	6138	120741	5083.6
	"Alabama"	"01"	"75-79 years"	"75-79"	"2004"	"2004"	6072	120322	5046.5
	"Alabama"	"01"	"75-79 years"	"75-79"	"2005"	"2005"	6014	120923	4973.4
	"Alabama"	"01"	"75-79 years"	"75-79"	"2006"	"2006"	5857	122066	4798.2
	"Alabama"	"01"	"75-79 years"	"75-79"	"2007"	"2007"	5604	121729	4603.7
	"Alabama"	"01"	"75-79 years"	"75-79"	"2008"	"2008"	5675	121862	4656.9
	"Alabama"	"01"	"75-79 years"	"75-79"	"2009"	"2009"	5523	121679	4539.0
	"Alabama"	"01"	"75-79 years"	"75-79"	"2010"	"2010"	5633	122836	4585.8
	"Alabama"	"01"	"75-79 years"	"75-79"	"2011"	"2011"	5678	124743	4551.8
	"Alabama"	"01"	"75-79 years"	"75-79"	"2012"	"2012"	5571	126406	4407.2
	"Alabama"	"01"	"75-79 years"	"75-79"	"2013"	"2013"	5774	129841	4447.0
	"Alabama"	"01"	"75-79 years"	"75-79"	"2014"	"2014"	5853	133658	4379.1
	"Alabama"	"01"	"75-79 years"	"75-79"	"2015"	"2015"	5989	136012	4403.3
	"Alabama"	"01"	"75-79 years"	"75-79"	"2016"	"2016"	5987	138956	4308.6
	"Alabama"	"01"	"75-79 years"	"75-79"	"2017"	"2017"	6196	143159	4328.1
	"Alabama"	"01"	"75-79 years"	"75-79"	"2018"	"2018"	6585	150858	4365.0
	"Alabama"	"01"	"80-84 years"	"80-84"	"1999"	"1999"	6214	76876	8083.1
	"Alabama"	"01"	"80-84 years"	"80-84"	"2000"	"2000"	6354	77641	8183.8
	"Alabama"	"01"	"80-84 years"	"80-84"	"2001"	"2001"	6385	79883	7992.9
	"Alabama"	"01"	"80-84 years"	"80-84"	"2002"	"2002"	6692	81123	8249.2
	"Alabama"	"01"	"80-84 years"	"80-84"	"2003"	"2003"	6854	83097	8248.2
	"Alabama"	"01"	"80-84 years"	"80-84"	"2004"	"2004"	6724	84290	7977.2
	"Alabama"	"01"	"80-84 years"	"80-84"	"2005"	"2005"	6850	84762	8081.5
	"Alabama"	"01"	"80-84 years"	"80-84"	"2006"	"2006"	6643	85688	7752.5
	"Alabama"	"01"	"80-84 years"	"80-84"	"2007"	"2007"	6573	86812	7571.5
	"Alabama"	"01"	"80-84 years"	"80-84"	"2008"	"2008"	6627	88254	7509.0
	"Alabama"	"01"	"80-84 years"	"80-84"	"2009"	"2009"	6584	88283	7457.8
	"Alabama"	"01"	"80-84 years"	"80-84"	"2010"	"2010"	6662	88771	7504.7
	"Alabama"	"01"	"80-84 years"	"80-84"	"2011"	"2011"	6594	89920	7333.2
	"Alabama"	"01"	"80-84 years"	"80-84"	"2012"	"2012"	6626	90299	7337.8
	"Alabama"	"01"	"80-84 years"	"80-84"	"2013"	"2013"	6587	90645	7266.8
	"Alabama"	"01"	"80-84 years"	"80-84"	"2014"	"2014"	6437	91279	7052.0
	"Alabama"	"01"	"80-84 years"	"80-84"	"2015"	"2015"	6716	92438	7265.4
	"Alabama"	"01"	"80-84 years"	"80-84"	"2016"	"2016"	6551	94173	6956.3
	"Alabama"	"01"	"80-84 years"	"80-84"	"2017"	"2017"	6842	95101	7194.5
	"Alabama"	"01"	"80-84 years"	"80-84"	"2018"	"2018"	6984	98450	7094.0
	"Alabama"	"01"	"85-89 years"	"85-89"	"1999"	"1999"	5715	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"2000"	"2000"	5624	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"2001"	"2001"	5785	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"2002"	"2002"	5957	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"2003"	"2003"	5938	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"2004"	"2004"	5665	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"2005"	"2005"	5830	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"2006"	"2006"	6010	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"2007"	"2007"	6035	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"2008"	"2008"	6276	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"2009"	"2009"	6270	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"2010"	"2010"	6265	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"2011"	"2011"	6428	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"2012"	"2012"	6387	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"2013"	"2013"	6565	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"2014"	"2014"	6328	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"2015"	"2015"	6626	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"2016"	"2016"	6439	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"2017"	"2017"	6372	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"2018"	"2018"	6515	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"1999"	"1999"	3500	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"2000"	"2000"	3692	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"2001"	"2001"	3727	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"2002"	"2002"	3820	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"2003"	"2003"	3910	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"2004"	"2004"	3775	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"2005"	"2005"	3975	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"2006"	"2006"	3712	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"2007"	"2007"	3732	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"2008"	"2008"	3829	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"2009"	"2009"	3804	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"2010"	"2010"	4002	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"2011"	"2011"	3944	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"2012"	"2012"	4303	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"2013"	"2013"	4159	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"2014"	"2014"	4311	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"2015"	"2015"	4432	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"2016"	"2016"	4371	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"2017"	"2017"	4557	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"2018"	"2018"	4577	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"1999"	"1999"	1319	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"2000"	"2000"	1312	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"2001"	"2001"	1390	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"2002"	"2002"	1460	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"2003"	"2003"	1461	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"2004"	"2004"	1367	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"2005"	"2005"	1406	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"2006"	"2006"	1372	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"2007"	"2007"	1361	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"2008"	"2008"	1498	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"2009"	"2009"	1373	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"2010"	"2010"	1453	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"2011"	"2011"	1581	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"2012"	"2012"	1519	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"2013"	"2013"	1526	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"2014"	"2014"	1499	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"2015"	"2015"	1609	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"2016"	"2016"	1686	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"2017"	"2017"	1731	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"2018"	"2018"	1848	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"1999"	"1999"	315	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"2000"	"2000"	316	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"2001"	"2001"	300	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"2002"	"2002"	291	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"2003"	"2003"	310	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"2004"	"2004"	286	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"2005"	"2005"	294	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"2006"	"2006"	299	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"2007"	"2007"	318	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"2008"	"2008"	341	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"2009"	"2009"	352	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"2010"	"2010"	325	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"2011"	"2011"	340	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"2012"	"2012"	320	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"2013"	"2013"	335	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"2014"	"2014"	339	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"2015"	"2015"	375	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"2016"	"2016"	320	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"2017"	"2017"	373	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"2018"	"2018"	331	Not Applicable	Not Applicable
	"Alaska"	"02"	"< 1 year"	"1"	"1999"	"1999"	57	9265	615.2
	"Alaska"	"02"	"< 1 year"	"1"	"2000"	"2000"	68	9361	726.4
	"Alaska"	"02"	"< 1 year"	"1"	"2001"	"2001"	81	9826	824.3
	"Alaska"	"02"	"< 1 year"	"1"	"2002"	"2002"	55	9695	567.3
	"Alaska"	"02"	"< 1 year"	"1"	"2003"	"2003"	71	9830	722.3
	"Alaska"	"02"	"< 1 year"	"1"	"2004"	"2004"	69	9959	692.8
	"Alaska"	"02"	"< 1 year"	"1"	"2005"	"2005"	62	10197	608.0
	"Alaska"	"02"	"< 1 year"	"1"	"2006"	"2006"	76	10215	744.0
	"Alaska"	"02"	"< 1 year"	"1"	"2007"	"2007"	72	10650	676.1
	"Alaska"	"02"	"< 1 year"	"1"	"2008"	"2008"	67	10815	619.5
	"Alaska"	"02"	"< 1 year"	"1"	"2009"	"2009"	77	11076	695.2
	"Alaska"	"02"	"< 1 year"	"1"	"2010"	"2010"	43	10828	397.1
	"Alaska"	"02"	"< 1 year"	"1"	"2011"	"2011"	43	11177	384.7
	"Alaska"	"02"	"< 1 year"	"1"	"2012"	"2012"	58	11303	513.1
	"Alaska"	"02"	"< 1 year"	"1"	"2013"	"2013"	64	11558	553.7
	"Alaska"	"02"	"< 1 year"	"1"	"2014"	"2014"	75	11157	672.2
	"Alaska"	"02"	"< 1 year"	"1"	"2015"	"2015"	78	11383	685.2
	"Alaska"	"02"	"< 1 year"	"1"	"2016"	"2016"	60	10938	548.5
	"Alaska"	"02"	"< 1 year"	"1"	"2017"	"2017"	59	11099	531.6
	"Alaska"	"02"	"< 1 year"	"1"	"2018"	"2018"	60	10665	562.6
	"Alaska"	"02"	"1-4 years"	"1-4"	"1999"	"1999"	17	38671	Unreliable
	"Alaska"	"02"	"1-4 years"	"1-4"	"2000"	"2000"	21	38230	54.9
	"Alaska"	"02"	"1-4 years"	"1-4"	"2001"	"2001"	22	37350	58.9
	"Alaska"	"02"	"1-4 years"	"1-4"	"2002"	"2002"	12	37742	Unreliable
	"Alaska"	"02"	"1-4 years"	"1-4"	"2003"	"2003"	18	37780	Unreliable
	"Alaska"	"02"	"1-4 years"	"1-4"	"2004"	"2004"	22	38298	57.4
	"Alaska"	"02"	"1-4 years"	"1-4"	"2007"	"2007"	14	39569	Unreliable
	"Alaska"	"02"	"1-4 years"	"1-4"	"2008"	"2008"	20	40304	49.6
	"Alaska"	"02"	"1-4 years"	"1-4"	"2009"	"2009"	11	42046	Unreliable
	"Alaska"	"02"	"1-4 years"	"1-4"	"2010"	"2010"	19	43168	Unreliable
	"Alaska"	"02"	"1-4 years"	"1-4"	"2011"	"2011"	14	43366	Unreliable
	"Alaska"	"02"	"1-4 years"	"1-4"	"2012"	"2012"	13	43488	Unreliable
	"Alaska"	"02"	"1-4 years"	"1-4"	"2013"	"2013"	18	43834	Unreliable
	"Alaska"	"02"	"1-4 years"	"1-4"	"2014"	"2014"	18	43551	Unreliable
	"Alaska"	"02"	"1-4 years"	"1-4"	"2015"	"2015"	23	44066	52.2
	"Alaska"	"02"	"1-4 years"	"1-4"	"2016"	"2016"	20	43177	46.3
	"Alaska"	"02"	"1-4 years"	"1-4"	"2017"	"2017"	23	42984	53.5
	"Alaska"	"02"	"1-4 years"	"1-4"	"2018"	"2018"	11	42450	Unreliable
	"Alaska"	"02"	"5-9 years"	"5-9"	"1999"	"1999"	11	55181	Unreliable
	"Alaska"	"02"	"5-9 years"	"5-9"	"2003"	"2003"	10	48745	Unreliable
	"Alaska"	"02"	"5-9 years"	"5-9"	"2006"	"2006"	15	48063	Unreliable
	"Alaska"	"02"	"5-9 years"	"5-9"	"2007"	"2007"	13	48030	Unreliable
	"Alaska"	"02"	"5-9 years"	"5-9"	"2009"	"2009"	12	50070	Unreliable
	"Alaska"	"02"	"5-9 years"	"5-9"	"2013"	"2013"	12	52060	Unreliable
	"Alaska"	"02"	"5-9 years"	"5-9"	"2015"	"2015"	11	51906	Unreliable
	"Alaska"	"02"	"5-9 years"	"5-9"	"2017"	"2017"	11	52072	Unreliable
	"Alaska"	"02"	"5-9 years"	"5-9"	"2018"	"2018"	16	52056	Unreliable
	"Alaska"	"02"	"10-14 years"	"10-14"	"2000"	"2000"	19	56661	Unreliable
	"Alaska"	"02"	"10-14 years"	"10-14"	"2001"	"2001"	20	57077	35.0
	"Alaska"	"02"	"10-14 years"	"10-14"	"2002"	"2002"	24	57449	41.8
	"Alaska"	"02"	"10-14 years"	"10-14"	"2003"	"2003"	28	56932	49.2
	"Alaska"	"02"	"10-14 years"	"10-14"	"2004"	"2004"	24	56422	42.5
	"Alaska"	"02"	"10-14 years"	"10-14"	"2005"	"2005"	20	54644	36.6
	"Alaska"	"02"	"10-14 years"	"10-14"	"2006"	"2006"	21	53244	39.4
	"Alaska"	"02"	"10-14 years"	"10-14"	"2007"	"2007"	15	51675	Unreliable
	"Alaska"	"02"	"10-14 years"	"10-14"	"2008"	"2008"	14	50783	Unreliable
	"Alaska"	"02"	"10-14 years"	"10-14"	"2010"	"2010"	15	50816	Unreliable
	"Alaska"	"02"	"10-14 years"	"10-14"	"2011"	"2011"	17	51077	Unreliable
	"Alaska"	"02"	"10-14 years"	"10-14"	"2013"	"2013"	10	50426	Unreliable
	"Alaska"	"02"	"10-14 years"	"10-14"	"2015"	"2015"	11	49007	Unreliable
	"Alaska"	"02"	"10-14 years"	"10-14"	"2016"	"2016"	15	50046	Unreliable
	"Alaska"	"02"	"10-14 years"	"10-14"	"2017"	"2017"	21	49463	42.5
	"Alaska"	"02"	"10-14 years"	"10-14"	"2018"	"2018"	10	49759	Unreliable
	"Alaska"	"02"	"15-19 years"	"15-19"	"1999"	"1999"	54	49732	108.6
	"Alaska"	"02"	"15-19 years"	"15-19"	"2000"	"2000"	71	50094	141.7
	"Alaska"	"02"	"15-19 years"	"15-19"	"2001"	"2001"	53	52378	101.2
	"Alaska"	"02"	"15-19 years"	"15-19"	"2002"	"2002"	43	53653	80.1
	"Alaska"	"02"	"15-19 years"	"15-19"	"2003"	"2003"	60	54076	111.0
	"Alaska"	"02"	"15-19 years"	"15-19"	"2004"	"2004"	64	54612	117.2
	"Alaska"	"02"	"15-19 years"	"15-19"	"2005"	"2005"	48	54764	87.6
	"Alaska"	"02"	"15-19 years"	"15-19"	"2006"	"2006"	48	55120	87.1
	"Alaska"	"02"	"15-19 years"	"15-19"	"2007"	"2007"	53	54721	96.9
	"Alaska"	"02"	"15-19 years"	"15-19"	"2008"	"2008"	45	53905	83.5
	"Alaska"	"02"	"15-19 years"	"15-19"	"2009"	"2009"	47	53319	88.1
	"Alaska"	"02"	"15-19 years"	"15-19"	"2010"	"2010"	43	52141	82.5
	"Alaska"	"02"	"15-19 years"	"15-19"	"2011"	"2011"	39	51441	75.8
	"Alaska"	"02"	"15-19 years"	"15-19"	"2012"	"2012"	29	49992	58.0
	"Alaska"	"02"	"15-19 years"	"15-19"	"2013"	"2013"	35	49482	70.7
	"Alaska"	"02"	"15-19 years"	"15-19"	"2014"	"2014"	36	49170	73.2
	"Alaska"	"02"	"15-19 years"	"15-19"	"2015"	"2015"	33	48208	68.5
	"Alaska"	"02"	"15-19 years"	"15-19"	"2016"	"2016"	46	48000	95.8
	"Alaska"	"02"	"15-19 years"	"15-19"	"2017"	"2017"	44	46802	94.0
	"Alaska"	"02"	"15-19 years"	"15-19"	"2018"	"2018"	36	46263	77.8
	"Alaska"	"02"	"20-24 years"	"20-24"	"1999"	"1999"	42	39451	106.5
	"Alaska"	"02"	"20-24 years"	"20-24"	"2000"	"2000"	59	39892	147.9
	"Alaska"	"02"	"20-24 years"	"20-24"	"2001"	"2001"	48	42602	112.7
	"Alaska"	"02"	"20-24 years"	"20-24"	"2002"	"2002"	63	45284	139.1
	"Alaska"	"02"	"20-24 years"	"20-24"	"2003"	"2003"	62	47733	129.9
	"Alaska"	"02"	"20-24 years"	"20-24"	"2004"	"2004"	73	50900	143.4
	"Alaska"	"02"	"20-24 years"	"20-24"	"2005"	"2005"	67	53117	126.1
	"Alaska"	"02"	"20-24 years"	"20-24"	"2006"	"2006"	72	54081	133.1
	"Alaska"	"02"	"20-24 years"	"20-24"	"2007"	"2007"	76	54082	140.5
	"Alaska"	"02"	"20-24 years"	"20-24"	"2008"	"2008"	64	54291	117.9
	"Alaska"	"02"	"20-24 years"	"20-24"	"2009"	"2009"	72	52242	137.8
	"Alaska"	"02"	"20-24 years"	"20-24"	"2010"	"2010"	84	54419	154.4
	"Alaska"	"02"	"20-24 years"	"20-24"	"2011"	"2011"	85	56469	150.5
	"Alaska"	"02"	"20-24 years"	"20-24"	"2012"	"2012"	77	60110	128.1
	"Alaska"	"02"	"20-24 years"	"20-24"	"2013"	"2013"	70	63099	110.9
	"Alaska"	"02"	"20-24 years"	"20-24"	"2014"	"2014"	71	62717	113.2
	"Alaska"	"02"	"20-24 years"	"20-24"	"2015"	"2015"	89	62319	142.8
	"Alaska"	"02"	"20-24 years"	"20-24"	"2016"	"2016"	92	57364	160.4
	"Alaska"	"02"	"20-24 years"	"20-24"	"2017"	"2017"	81	54717	148.0
	"Alaska"	"02"	"20-24 years"	"20-24"	"2018"	"2018"	61	53000	115.1
	"Alaska"	"02"	"25-29 years"	"25-29"	"1999"	"1999"	64	41687	153.5
	"Alaska"	"02"	"25-29 years"	"25-29"	"2000"	"2000"	60	42987	139.6
	"Alaska"	"02"	"25-29 years"	"25-29"	"2001"	"2001"	50	41148	121.5
	"Alaska"	"02"	"25-29 years"	"25-29"	"2002"	"2002"	64	41155	155.5
	"Alaska"	"02"	"25-29 years"	"25-29"	"2003"	"2003"	48	41414	115.9
	"Alaska"	"02"	"25-29 years"	"25-29"	"2004"	"2004"	58	42769	135.6
	"Alaska"	"02"	"25-29 years"	"25-29"	"2005"	"2005"	60	44419	135.1
	"Alaska"	"02"	"25-29 years"	"25-29"	"2006"	"2006"	60	46419	129.3
	"Alaska"	"02"	"25-29 years"	"25-29"	"2007"	"2007"	55	48712	112.9
	"Alaska"	"02"	"25-29 years"	"25-29"	"2008"	"2008"	65	51241	126.9
	"Alaska"	"02"	"25-29 years"	"25-29"	"2009"	"2009"	70	52695	132.8
	"Alaska"	"02"	"25-29 years"	"25-29"	"2010"	"2010"	59	55419	106.5
	"Alaska"	"02"	"25-29 years"	"25-29"	"2011"	"2011"	82	57207	143.3
	"Alaska"	"02"	"25-29 years"	"25-29"	"2012"	"2012"	86	58987	145.8
	"Alaska"	"02"	"25-29 years"	"25-29"	"2013"	"2013"	83	60931	136.2
	"Alaska"	"02"	"25-29 years"	"25-29"	"2014"	"2014"	85	62436	136.1
	"Alaska"	"02"	"25-29 years"	"25-29"	"2015"	"2015"	98	63768	153.7
	"Alaska"	"02"	"25-29 years"	"25-29"	"2016"	"2016"	123	62798	195.9
	"Alaska"	"02"	"25-29 years"	"25-29"	"2017"	"2017"	113	62720	180.2
	"Alaska"	"02"	"25-29 years"	"25-29"	"2018"	"2018"	87	61672	141.1
	"Alaska"	"02"	"30-34 years"	"30-34"	"1999"	"1999"	74	48329	153.1
	"Alaska"	"02"	"30-34 years"	"30-34"	"2000"	"2000"	57	46486	122.6
	"Alaska"	"02"	"30-34 years"	"30-34"	"2001"	"2001"	67	46006	145.6
	"Alaska"	"02"	"30-34 years"	"30-34"	"2002"	"2002"	56	45497	123.1
	"Alaska"	"02"	"30-34 years"	"30-34"	"2003"	"2003"	58	44958	129.0
	"Alaska"	"02"	"30-34 years"	"30-34"	"2004"	"2004"	63	44478	141.6
	"Alaska"	"02"	"30-34 years"	"30-34"	"2005"	"2005"	58	43739	132.6
	"Alaska"	"02"	"30-34 years"	"30-34"	"2006"	"2006"	68	43369	156.8
	"Alaska"	"02"	"30-34 years"	"30-34"	"2007"	"2007"	65	43446	149.6
	"Alaska"	"02"	"30-34 years"	"30-34"	"2008"	"2008"	61	44137	138.2
	"Alaska"	"02"	"30-34 years"	"30-34"	"2009"	"2009"	68	45643	149.0
	"Alaska"	"02"	"30-34 years"	"30-34"	"2010"	"2010"	71	47706	148.8
	"Alaska"	"02"	"30-34 years"	"30-34"	"2011"	"2011"	64	49672	128.8
	"Alaska"	"02"	"30-34 years"	"30-34"	"2012"	"2012"	98	52123	188.0
	"Alaska"	"02"	"30-34 years"	"30-34"	"2013"	"2013"	85	53897	157.7
	"Alaska"	"02"	"30-34 years"	"30-34"	"2014"	"2014"	80	55960	143.0
	"Alaska"	"02"	"30-34 years"	"30-34"	"2015"	"2015"	84	56718	148.1
	"Alaska"	"02"	"30-34 years"	"30-34"	"2016"	"2016"	112	57655	194.3
	"Alaska"	"02"	"30-34 years"	"30-34"	"2017"	"2017"	116	57495	201.8
	"Alaska"	"02"	"30-34 years"	"30-34"	"2018"	"2018"	106	57193	185.3
	"Alaska"	"02"	"35-39 years"	"35-39"	"1999"	"1999"	105	57719	181.9
	"Alaska"	"02"	"35-39 years"	"35-39"	"2000"	"2000"	105	55723	188.4
	"Alaska"	"02"	"35-39 years"	"35-39"	"2001"	"2001"	107	52983	202.0
	"Alaska"	"02"	"35-39 years"	"35-39"	"2002"	"2002"	114	50767	224.6
	"Alaska"	"02"	"35-39 years"	"35-39"	"2003"	"2003"	82	48476	169.2
	"Alaska"	"02"	"35-39 years"	"35-39"	"2004"	"2004"	102	47010	217.0
	"Alaska"	"02"	"35-39 years"	"35-39"	"2005"	"2005"	88	46466	189.4
	"Alaska"	"02"	"35-39 years"	"35-39"	"2006"	"2006"	87	46633	186.6
	"Alaska"	"02"	"35-39 years"	"35-39"	"2007"	"2007"	88	46472	189.4
	"Alaska"	"02"	"35-39 years"	"35-39"	"2008"	"2008"	94	46213	203.4
	"Alaska"	"02"	"35-39 years"	"35-39"	"2009"	"2009"	85	45566	186.5
	"Alaska"	"02"	"35-39 years"	"35-39"	"2010"	"2010"	81	45833	176.7
	"Alaska"	"02"	"35-39 years"	"35-39"	"2011"	"2011"	90	44698	201.4
	"Alaska"	"02"	"35-39 years"	"35-39"	"2012"	"2012"	87	45083	193.0
	"Alaska"	"02"	"35-39 years"	"35-39"	"2013"	"2013"	73	45101	161.9
